epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,548.071,1.85096,1.00447,1.00814,0.26909,0.0916,0.06739,0.01524,4.70537,2.07837,1.72269,0.00162776,0.00162776,0.00162776
190,550.922,1.74033,0.76772,0.95121,0.26909,0.0916,0.06739,0.01524,4.70537,2.07837,1.72269,0.00162578,0.00162578,0.00162578
191,553.473,1.64872,0.81113,0.94256,0.26909,0.0916,0.06739,0.01524,4.70537,2.07837,1.72269,0.0016238,0.0016238,0.0016238
192,556.346,1.97209,0.95471,1.03352,0.30201,0.22901,0.16183,0.0488,3.81775,1.85913,1.61961,0.00162182,0.00162182,0.00162182
193,559.321,1.66725,0.7195,0.93369,0.30201,0.22901,0.16183,0.0488,3.81775,1.85913,1.61961,0.00161984,0.00161984,0.00161984
194,561.964,1.74032,0.85903,1.02946,0.30201,0.22901,0.16183,0.0488,3.81775,1.85913,1.61961,0.00161786,0.00161786,0.00161786
195,564.876,1.77403,0.90433,1.00921,0.30201,0.22901,0.16183,0.0488,3.81775,1.85913,1.61961,0.00161588,0.00161588,0.00161588
196,567.89,1.68672,0.83824,0.96606,0.29374,0.24427,0.17458,0.0512,3.60944,2.05926,1.58528,0.0016139,0.0016139,0.0016139
197,570.549,1.86635,0.88505,0.98453,0.29374,0.24427,0.17458,0.0512,3.60944,2.05926,1.58528,0.00161192,0.00161192,0.00161192
198,573.265,1.58201,0.75795,0.952,0.29374,0.24427,0.17458,0.0512,3.60944,2.05926,1.58528,0.00160994,0.00160994,0.00160994
199,576.058,1.71268,0.84176,0.98825,0.29374,0.24427,0.17458,0.0512,3.60944,2.05926,1.58528,0.00160796,0.00160796,0.00160796
200,579.39,1.78506,0.76912,0.95926,0.23654,0.26718,0.17454,0.05794,3.47342,2.11709,1.53425,0.00160598,0.00160598,0.00160598
201,583.092,2.0369,1.06072,1.03823,0.23654,0.26718,0.17454,0.05794,3.47342,2.11709,1.53425,0.001604,0.001604,0.001604
202,585.719,1.68092,0.7371,0.94279,0.23654,0.26718,0.17454,0.05794,3.47342,2.11709,1.53425,0.00160202,0.00160202,0.00160202
203,588.493,1.81808,0.84313,1.05334,0.23654,0.26718,0.17454,0.05794,3.47342,2.11709,1.53425,0.00160004,0.00160004,0.00160004
204,591.54,1.72111,0.84259,0.99277,0.27815,0.29771,0.17633,0.05201,3.41478,2.07712,1.45145,0.00159806,0.00159806,0.00159806
205,594.455,1.89645,0.80206,0.95867,0.27815,0.29771,0.17633,0.05201,3.41478,2.07712,1.45145,0.00159608,0.00159608,0.00159608
206,597.28,1.88352,0.76972,0.93146,0.27815,0.29771,0.17633,0.05201,3.41478,2.07712,1.45145,0.0015941,0.0015941,0.0015941
207,600.222,1.84022,0.88226,1.0219,0.27815,0.29771,0.17633,0.05201,3.41478,2.07712,1.45145,0.00159212,0.00159212,0.00159212
208,603.206,1.91678,0.84706,0.98173,0.26519,0.27481,0.16609,0.0465,3.47031,2.10384,1.46523,0.00159014,0.00159014,0.00159014
209,606.04,1.85716,0.84026,0.97527,0.26519,0.27481,0.16609,0.0465,3.47031,2.10384,1.46523,0.00158816,0.00158816,0.00158816
210,608.958,1.62844,0.8289,1.00496,0.26519,0.27481,0.16609,0.0465,3.47031,2.10384,1.46523,0.00158618,0.00158618,0.00158618
211,612.048,1.73315,0.77643,0.96767,0.26519,0.27481,0.16609,0.0465,3.47031,2.10384,1.46523,0.0015842,0.0015842,0.0015842
212,615.212,1.99718,0.99556,1.13907,0.24521,0.26718,0.14823,0.04955,3.49943,1.9228,1.50389,0.00158222,0.00158222,0.00158222
213,618.01,1.68488,0.79578,0.9515,0.24521,0.26718,0.14823,0.04955,3.49943,1.9228,1.50389,0.00158024,0.00158024,0.00158024
214,620.854,1.61344,0.83364,0.96037,0.24521,0.26718,0.14823,0.04955,3.49943,1.9228,1.50389,0.00157826,0.00157826,0.00157826
215,623.656,1.74763,0.88097,1.00411,0.24521,0.26718,0.14823,0.04955,3.49943,1.9228,1.50389,0.00157628,0.00157628,0.00157628
216,626.66,1.69248,0.94171,1.02344,0.24322,0.29771,0.15684,0.05011,3.52732,1.77534,1.48805,0.0015743,0.0015743,0.0015743
217,629.553,1.62279,0.85001,1.01534,0.24322,0.29771,0.15684,0.05011,3.52732,1.77534,1.48805,0.00157232,0.00157232,0.00157232
218,632.449,1.79835,0.95779,1.00856,0.24322,0.29771,0.15684,0.05011,3.52732,1.77534,1.48805,0.00157034,0.00157034,0.00157034
219,635.38,1.58788,0.82585,0.98537,0.24322,0.29771,0.15684,0.05011,3.52732,1.77534,1.48805,0.00156836,0.00156836,0.00156836
220,638.435,1.79021,0.91564,1.05118,0.24025,0.25829,0.14281,0.04571,3.57423,1.73511,1.54246,0.00156638,0.00156638,0.00156638
221,642.056,1.62035,0.85246,1.00497,0.24025,0.25829,0.14281,0.04571,3.57423,1.73511,1.54246,0.0015644,0.0015644,0.0015644
222,645.44,1.63437,0.83141,0.94546,0.24025,0.25829,0.14281,0.04571,3.57423,1.73511,1.54246,0.00156242,0.00156242,0.00156242
223,648.39,1.75121,0.79511,0.95714,0.24025,0.25829,0.14281,0.04571,3.57423,1.73511,1.54246,0.00156044,0.00156044,0.00156044
224,651.732,1.58503,0.86532,1.03537,0.25124,0.23664,0.13551,0.03896,3.75096,1.78075,1.64214,0.00155846,0.00155846,0.00155846
225,654.647,1.65286,0.7689,0.95391,0.25124,0.23664,0.13551,0.03896,3.75096,1.78075,1.64214,0.00155648,0.00155648,0.00155648
226,657.769,1.62735,0.79221,1.00085,0.25124,0.23664,0.13551,0.03896,3.75096,1.78075,1.64214,0.0015545,0.0015545,0.0015545
227,661.187,1.94667,0.87727,0.99269,0.25124,0.23664,0.13551,0.03896,3.75096,1.78075,1.64214,0.00155252,0.00155252,0.00155252
228,664.824,1.83993,0.85859,0.996,0.24503,0.23664,0.12528,0.0368,3.73798,1.87584,1.64018,0.00155054,0.00155054,0.00155054
229,668.106,1.85763,0.89613,1.04447,0.24503,0.23664,0.12528,0.0368,3.73798,1.87584,1.64018,0.00154856,0.00154856,0.00154856
230,671.353,1.60733,0.789,1.03399,0.24503,0.23664,0.12528,0.0368,3.73798,1.87584,1.64018,0.00154658,0.00154658,0.00154658
231,674.677,1.8192,0.81882,0.97393,0.24503,0.23664,0.12528,0.0368,3.73798,1.87584,1.64018,0.0015446,0.0015446,0.0015446
232,678.198,1.79904,0.74151,0.94844,0.2434,0.27481,0.14912,0.04663,3.60683,1.92696,1.5795,0.00154262,0.00154262,0.00154262
233,681.302,1.55461,0.72635,0.96454,0.2434,0.27481,0.14912,0.04663,3.60683,1.92696,1.5795,0.00154064,0.00154064,0.00154064
234,684.479,1.74369,0.81184,0.98338,0.2434,0.27481,0.14912,0.04663,3.60683,1.92696,1.5795,0.00153866,0.00153866,0.00153866
235,687.544,1.57745,0.85407,0.98766,0.2434,0.27481,0.14912,0.04663,3.60683,1.92696,1.5795,0.00153668,0.00153668,0.00153668
236,690.845,1.77536,0.90703,1.07443,0.23375,0.28244,0.15169,0.05051,3.4863,2.09114,1.54341,0.0015347,0.0015347,0.0015347
237,693.957,2.12168,1.16802,1.15363,0.23375,0.28244,0.15169,0.05051,3.4863,2.09114,1.54341,0.00153272,0.00153272,0.00153272
238,697.027,1.50953,0.79746,0.94987,0.23375,0.28244,0.15169,0.05051,3.4863,2.09114,1.54341,0.00153074,0.00153074,0.00153074
239,700.538,1.71563,0.78515,0.94309,0.23375,0.28244,0.15169,0.05051,3.4863,2.09114,1.54341,0.00152876,0.00152876,0.00152876
240,703.995,1.56942,0.76113,0.96282,0.22573,0.27481,0.16298,0.05131,3.43436,2.07524,1.51046,0.00152678,0.00152678,0.00152678
241,707.221,1.63827,0.84451,0.97535,0.22573,0.27481,0.16298,0.05131,3.43436,2.07524,1.51046,0.0015248,0.0015248,0.0015248
242,710.517,1.71469,0.76588,0.9362,0.22573,0.27481,0.16298,0.05131,3.43436,2.07524,1.51046,0.00152282,0.00152282,0.00152282
243,713.833,1.70764,0.79842,0.94631,0.22573,0.27481,0.16298,0.05131,3.43436,2.07524,1.51046,0.00152084,0.00152084,0.00152084
244,717.04,1.61173,0.81075,0.98133,0.2532,0.29008,0.16513,0.04753,3.47281,2.08839,1.50858,0.00151886,0.00151886,0.00151886
245,720.291,1.59626,0.73856,0.94094,0.2532,0.29008,0.16513,0.04753,3.47281,2.08839,1.50858,0.00151688,0.00151688,0.00151688
246,723.775,1.68432,0.77615,0.95273,0.2532,0.29008,0.16513,0.04753,3.47281,2.08839,1.50858,0.0015149,0.0015149,0.0015149
247,726.974,1.67204,0.78846,0.92773,0.2532,0.29008,0.16513,0.04753,3.47281,2.08839,1.50858,0.00151292,0.00151292,0.00151292
248,730.893,1.62046,0.81574,1.0104,0.26512,0.29193,0.16633,0.04613,3.4804,2.08334,1.51749,0.00151094,0.00151094,0.00151094
249,734.108,1.66552,0.84462,0.98091,0.26512,0.29193,0.16633,0.04613,3.4804,2.08334,1.51749,0.00150896,0.00150896,0.00150896
250,737.304,1.55806,0.71477,0.93731,0.26512,0.29193,0.16633,0.04613,3.4804,2.08334,1.51749,0.00150698,0.00150698,0.00150698
251,740.592,1.53562,0.80191,0.94896,0.26512,0.29193,0.16633,0.04613,3.4804,2.08334,1.51749,0.001505,0.001505,0.001505
252,743.958,1.66521,0.87149,1.01836,0.20802,0.29008,0.15522,0.05326,3.4496,2.00156,1.52859,0.00150302,0.00150302,0.00150302
253,747.083,1.70652,0.74395,0.93922,0.20802,0.29008,0.15522,0.05326,3.4496,2.00156,1.52859,0.00150104,0.00150104,0.00150104
254,750.469,1.47675,0.75212,0.93798,0.20802,0.29008,0.15522,0.05326,3.4496,2.00156,1.52859,0.00149906,0.00149906,0.00149906
255,753.938,1.84711,0.90703,0.99011,0.20802,0.29008,0.15522,0.05326,3.4496,2.00156,1.52859,0.00149708,0.00149708,0.00149708
256,758.439,1.5313,0.79182,0.97267,0.2323,0.34351,0.17384,0.05773,3.43753,1.98557,1.52961,0.0014951,0.0014951,0.0014951
257,762.201,1.71007,0.89509,1.03216,0.2323,0.34351,0.17384,0.05773,3.43753,1.98557,1.52961,0.00149312,0.00149312,0.00149312
258,765.705,1.68988,0.82513,0.96834,0.2323,0.34351,0.17384,0.05773,3.43753,1.98557,1.52961,0.00149114,0.00149114,0.00149114
259,768.825,1.6695,0.88648,1.01119,0.2323,0.34351,0.17384,0.05773,3.43753,1.98557,1.52961,0.00148916,0.00148916,0.00148916
260,773.309,1.75292,0.93946,1.02637,0.24388,0.29771,0.14144,0.04972,3.46143,1.9755,1.52343,0.00148718,0.00148718,0.00148718
261,777.295,1.4643,0.76023,0.92775,0.24388,0.29771,0.14144,0.04972,3.46143,1.9755,1.52343,0.0014852,0.0014852,0.0014852
262,781.854,1.71998,0.87651,0.9904,0.24388,0.29771,0.14144,0.04972,3.46143,1.9755,1.52343,0.00148322,0.00148322,0.00148322
263,785.61,1.56901,0.78509,0.95352,0.24388,0.29771,0.14144,0.04972,3.46143,1.9755,1.52343,0.00148124,0.00148124,0.00148124
264,789.231,1.63143,0.80215,0.94617,0.22738,0.31298,0.14965,0.04544,3.51604,2.02145,1.54729,0.00147926,0.00147926,0.00147926
265,793.226,1.8174,0.7463,0.94347,0.22738,0.31298,0.14965,0.04544,3.51604,2.02145,1.54729,0.00147728,0.00147728,0.00147728
266,797.54,1.55781,0.72949,0.9341,0.22738,0.31298,0.14965,0.04544,3.51604,2.02145,1.54729,0.0014753,0.0014753,0.0014753
267,801.133,1.57442,0.7555,0.9517,0.22738,0.31298,0.14965,0.04544,3.51604,2.02145,1.54729,0.00147332,0.00147332,0.00147332
268,804.676,1.8605,0.93374,1.00272,0.23654,0.27481,0.14826,0.04786,3.52129,2.07158,1.55323,0.00147134,0.00147134,0.00147134
269,808.036,1.57984,0.72086,0.92465,0.23654,0.27481,0.14826,0.04786,3.52129,2.07158,1.55323,0.00146936,0.00146936,0.00146936
270,811.34,1.65939,0.81805,0.95929,0.23654,0.27481,0.14826,0.04786,3.52129,2.07158,1.55323,0.00146738,0.00146738,0.00146738
271,814.684,1.47092,0.75825,0.98832,0.23654,0.27481,0.14826,0.04786,3.52129,2.07158,1.55323,0.0014654,0.0014654,0.0014654
272,818.552,1.47495,0.77168,0.94224,0.20862,0.31298,0.14608,0.04997,3.52038,2.23472,1.50874,0.00146342,0.00146342,0.00146342
273,823.131,1.57993,0.70597,0.91746,0.20862,0.31298,0.14608,0.04997,3.52038,2.23472,1.50874,0.00146144,0.00146144,0.00146144
274,827.147,1.67947,0.7838,0.93891,0.20862,0.31298,0.14608,0.04997,3.52038,2.23472,1.50874,0.00145946,0.00145946,0.00145946
275,830.89,1.74204,0.82045,0.9787,0.20862,0.31298,0.14608,0.04997,3.52038,2.23472,1.50874,0.00145748,0.00145748,0.00145748
276,834.798,1.59781,0.7505,0.94295,0.21299,0.32061,0.14949,0.05064,3.49338,2.36024,1.51247,0.0014555,0.0014555,0.0014555
277,838.002,1.58718,0.83066,0.98823,0.21299,0.32061,0.14949,0.05064,3.49338,2.36024,1.51247,0.00145352,0.00145352,0.00145352
278,841.532,1.55132,0.77505,0.96027,0.21299,0.32061,0.14949,0.05064,3.49338,2.36024,1.51247,0.00145154,0.00145154,0.00145154
279,845.126,1.77041,0.91371,1.02195,0.21299,0.32061,0.14949,0.05064,3.49338,2.36024,1.51247,0.00144956,0.00144956,0.00144956
280,848.953,1.64267,0.8046,0.94385,0.24959,0.25191,0.14944,0.04771,3.49725,2.25935,1.52187,0.00144758,0.00144758,0.00144758
281,852.668,1.53942,0.74697,0.9125,0.24959,0.25191,0.14944,0.04771,3.49725,2.25935,1.52187,0.0014456,0.0014456,0.0014456
282,856.014,1.50581,0.73322,0.91362,0.24959,0.25191,0.14944,0.04771,3.49725,2.25935,1.52187,0.00144362,0.00144362,0.00144362
283,859.565,1.59633,0.77577,0.96375,0.24959,0.25191,0.14944,0.04771,3.49725,2.25935,1.52187,0.00144164,0.00144164,0.00144164
284,863.406,1.49874,0.82826,0.9789,0.22063,0.29771,0.1453,0.04169,3.62132,2.00186,1.53958,0.00143966,0.00143966,0.00143966
285,866.816,1.55596,0.75303,0.96073,0.22063,0.29771,0.1453,0.04169,3.62132,2.00186,1.53958,0.00143768,0.00143768,0.00143768
286,870.657,1.74411,0.82259,0.95134,0.22063,0.29771,0.1453,0.04169,3.62132,2.00186,1.53958,0.0014357,0.0014357,0.0014357
287,875.037,1.69674,0.83248,1.0014,0.22063,0.29771,0.1453,0.04169,3.62132,2.00186,1.53958,0.00143372,0.00143372,0.00143372
288,879.534,1.61383,0.73461,0.91797,0.21876,0.29771,0.14209,0.04351,3.59396,1.80159,1.5108,0.00143174,0.00143174,0.00143174
289,883.32,1.61187,0.79865,0.97554,0.21876,0.29771,0.14209,0.04351,3.59396,1.80159,1.5108,0.00142976,0.00142976,0.00142976
290,887.271,1.67335,0.84556,0.96092,0.21876,0.29771,0.14209,0.04351,3.59396,1.80159,1.5108,0.00142778,0.00142778,0.00142778
291,890.983,1.55361,0.80433,0.97973,0.21876,0.29771,0.14209,0.04351,3.59396,1.80159,1.5108,0.0014258,0.0014258,0.0014258
292,895.295,1.69651,0.84003,0.95192,0.20398,0.29733,0.14367,0.05038,3.50406,1.72855,1.48739,0.00142382,0.00142382,0.00142382
293,899.054,1.73071,0.75732,0.93464,0.20398,0.29733,0.14367,0.05038,3.50406,1.72855,1.48739,0.00142184,0.00142184,0.00142184
294,903.026,1.5449,0.76233,0.96395,0.20398,0.29733,0.14367,0.05038,3.50406,1.72855,1.48739,0.00141986,0.00141986,0.00141986
295,907.002,1.49961,0.77089,0.97549,0.20398,0.29733,0.14367,0.05038,3.50406,1.72855,1.48739,0.00141788,0.00141788,0.00141788
296,911.332,1.7776,0.83757,0.97255,0.20703,0.29008,0.15546,0.05587,3.48713,1.70073,1.48825,0.0014159,0.0014159,0.0014159
297,914.786,1.53481,0.75387,0.97069,0.20703,0.29008,0.15546,0.05587,3.48713,1.70073,1.48825,0.00141392,0.00141392,0.00141392
298,918.41,1.71375,0.80972,1.0468,0.20703,0.29008,0.15546,0.05587,3.48713,1.70073,1.48825,0.00141194,0.00141194,0.00141194
299,922.347,1.74789,0.82192,1.01699,0.20703,0.29008,0.15546,0.05587,3.48713,1.70073,1.48825,0.00140996,0.00140996,0.00140996
300,926.179,1.66202,0.84295,0.97208,0.30004,0.25954,0.17117,0.04972,3.50118,1.73517,1.48093,0.00140798,0.00140798,0.00140798
301,929.857,1.52854,0.7359,0.92879,0.30004,0.25954,0.17117,0.04972,3.50118,1.73517,1.48093,0.001406,0.001406,0.001406
302,934.417,1.55812,0.82127,0.97914,0.30004,0.25954,0.17117,0.04972,3.50118,1.73517,1.48093,0.00140402,0.00140402,0.00140402
303,938.638,1.58514,0.74113,0.92984,0.30004,0.25954,0.17117,0.04972,3.50118,1.73517,1.48093,0.00140204,0.00140204,0.00140204
